mold_id,mold_name,product_type,material,designed_life,current_shots,usage_ratio,current_defect_rate,recent_defect_avg,defect_slope,maintenance_count,maintenance_quality,material_factor,load_factor,spc_anomaly_rate,remaining_life,failure_shots
23,브레이크 브라켓 2공정,default,SKD11,800000,537479,0.672,0.113,0.113,0.0166,10,1.19,1.0,1.0,9.0,220521,758000
23,브레이크 브라켓 2공정,default,SKD11,800000,265685,0.332,0.138,0.136,-0.0152,5,1.08,1.0,1.0,5.2,416815,682500
23,브레이크 브라켓 2공정,default,SKD11,800000,289644,0.362,0.079,0.101,0.0019,5,1.02,1.0,1.0,4.4,356356,646000
23,브레이크 브라켓 2공정,default,SKD11,800000,656446,0.821,0.946,0.641,0.1908,10,1.06,1.0,1.0,8.8,19054,675500
23,브레이크 브라켓 2공정,default,SKD11,800000,729804,0.912,1.029,0.666,0.2103,9,1.13,1.0,1.0,9.8,0,717000
23,브레이크 브라켓 2공정,default,SKD11,800000,591846,0.74,0.717,0.36,0.1575,8,1.03,1.0,1.0,9.9,65154,657000
24,연료탱크 밴드 금형,default,SKD11,1000000,104129,0.104,0.252,0.33,-0.0277,3,1.09,1.0,1.0,3.0,764371,868500
24,연료탱크 밴드 금형,default,SKD11,1000000,534596,0.535,0.111,0.11,0.0107,3,0.95,1.0,1.0,7.3,224404,759000
24,연료탱크 밴드 금형,default,SKD11,1000000,400348,0.4,0.139,0.122,0.0102,3,1.06,1.0,1.0,7.9,449152,849500
24,연료탱크 밴드 금형,default,SKD11,1000000,950889,0.951,3.75,2.49,0.5463,7,0.83,1.0,1.0,12.1,0,654000
24,연료탱크 밴드 금형,default,SKD11,1000000,415356,0.415,0.124,0.076,0.0045,3,0.72,1.0,1.0,5.8,155144,570500
24,연료탱크 밴드 금형,default,SKD11,1000000,792527,0.793,0.763,0.488,0.201,8,1.06,1.0,1.0,6.7,55473,848000
24,연료탱크 밴드 금형,default,SKD11,1000000,883989,0.884,3.502,2.364,0.5201,6,0.78,1.0,1.0,13.7,0,621000
24,연료탱크 밴드 금형,default,SKD11,1000000,704297,0.704,0.142,0.107,0.0073,7,1.21,1.0,1.0,2.7,253203,957500
24,연료탱크 밴드 금형,default,SKD11,1000000,771519,0.772,0.055,0.089,-0.0187,8,1.2,1.0,1.0,7.5,177481,949000
24,연료탱크 밴드 금형,default,SKD11,1000000,949410,0.949,1.022,0.641,0.2113,11,1.2,1.0,1.0,7.4,8090,957500
24,연료탱크 밴드 금형,default,SKD11,1000000,801638,0.802,3.064,2.043,0.4587,4,0.73,1.0,1.0,11.6,0,582500
24,연료탱크 밴드 금형,default,SKD11,1000000,508513,0.509,0.051,0.126,-0.0057,3,0.95,1.0,1.0,3.0,248487,757000
24,연료탱크 밴드 금형,default,SKD11,1000000,296674,0.297,0.093,0.123,-0.0123,3,1.29,1.0,1.0,6.8,721826,1018500
24,연료탱크 밴드 금형,default,SKD11,1000000,178069,0.178,0.138,0.203,-0.0265,0,0.99,1.0,1.0,5.2,603931,782000
24,연료탱크 밴드 금형,default,SKD11,1000000,968453,0.968,3.033,2.047,0.4402,9,0.89,1.0,1.0,12.7,0,706500
24,연료탱크 밴드 금형,default,SKD11,1000000,126589,0.127,0.174,0.245,-0.0254,2,0.99,1.0,1.0,4.7,656911,783500
24,연료탱크 밴드 금형,default,SKD11,1000000,487535,0.488,0.094,0.089,-0.0071,4,0.89,1.0,1.0,4.8,223465,711000
24,연료탱크 밴드 금형,default,SKD11,1000000,1047181,1.047,2.514,1.739,0.349,8,1.0,1.0,1.0,12.0,0,795000
24,연료탱크 밴드 금형,default,SKD11,1000000,661263,0.661,0.022,0.092,-0.0129,10,1.3,1.0,1.0,4.3,370737,1032000
24,연료탱크 밴드 금형,default,SKD11,1000000,572095,0.572,0.686,0.211,0.1167,2,0.85,1.0,1.0,8.3,99905,672000
25,구형 사이드패널 1공정,default,SKD11,500000,380048,0.76,1.598,1.143,0.2037,6,0.83,1.0,1.0,8.6,0,328500
25,구형 사이드패널 1공정,default,SKD11,500000,458314,0.917,2.868,1.922,0.4111,7,0.86,1.0,1.0,16.7,0,339500
25,구형 사이드패널 1공정,default,SKD11,500000,387434,0.775,0.831,0.486,0.2077,10,1.04,1.0,1.0,8.1,21566,409000
25,구형 사이드패널 1공정,default,SKD11,500000,253677,0.507,0.072,0.101,-0.0305,8,1.3,1.0,1.0,4.8,258323,512000
25,구형 사이드패널 1공정,default,SKD11,500000,316510,0.633,1.273,0.925,0.1512,2,0.75,1.0,1.0,6.8,0,297500
25,구형 사이드패널 1공정,default,SKD11,500000,407162,0.814,4.006,2.616,0.6073,6,0.7,1.0,1.0,13.5,0,280500
25,구형 사이드패널 1공정,default,SKD11,500000,104580,0.209,0.131,0.173,-0.0184,3,1.12,1.0,1.0,5.0,339920,444500
25,구형 사이드패널 1공정,default,SKD11,500000,369995,0.74,0.623,0.21,0.1013,7,1.1,1.0,1.0,3.9,67005,437000
25,구형 사이드패널 1공정,default,SKD11,500000,503197,1.006,1.135,0.828,0.1309,10,1.21,1.0,1.0,8.4,0,482000
25,구형 사이드패널 1공정,default,SKD11,500000,133746,0.267,0.124,0.127,-0.0147,2,1.26,1.0,1.0,2.6,367754,501500
25,구형 사이드패널 1공정,default,SKD11,500000,352586,0.705,1.351,1.028,0.1602,7,0.79,1.0,1.0,8.4,0,314500
25,구형 사이드패널 1공정,default,SKD11,500000,220067,0.44,0.072,0.103,-0.0166,4,0.85,1.0,1.0,10.4,117933,338000
25,구형 사이드패널 1공정,default,SKD11,500000,508406,1.017,3.451,2.297,0.5001,11,0.91,1.0,1.0,18.3,0,361500
25,구형 사이드패널 1공정,default,SKD11,500000,339361,0.679,0.733,0.46,0.1838,6,0.91,1.0,1.0,7.9,23139,362500
25,구형 사이드패널 1공정,default,SKD11,500000,475429,0.951,2.081,1.469,0.2945,8,0.96,1.0,1.0,14.2,0,381500
25,구형 사이드패널 1공정,default,SKD11,500000,211478,0.423,0.13,0.111,-0.0092,3,1.15,1.0,1.0,6.8,247022,458500
25,구형 사이드패널 1공정,default,SKD11,500000,386020,0.772,1.326,0.932,0.1753,5,0.89,1.0,1.0,9.9,0,354000
25,구형 사이드패널 1공정,default,SKD11,500000,455710,0.911,5.728,3.653,0.9074,8,0.73,1.0,1.0,19.1,0,289000
25,구형 사이드패널 1공정,default,SKD11,500000,390988,0.782,0.157,0.084,0.0219,11,1.28,1.0,1.0,7.2,118512,509500
25,구형 사이드패널 1공정,default,SKD11,500000,342338,0.685,0.078,0.13,-0.0012,7,1.28,1.0,1.0,4.9,168662,511000
26,구형 사이드패널 2공정,default,SKD11,500000,452800,0.906,1.709,1.218,0.2389,6,0.96,1.0,1.0,7.8,0,379000
26,구형 사이드패널 2공정,default,SKD11,500000,235960,0.472,0.024,0.116,-0.033,5,0.89,1.0,1.0,10.9,117040,353000
26,구형 사이드패널 2공정,default,SKD11,500000,481821,0.964,3.45,2.338,0.5004,10,0.85,1.0,1.0,12.3,0,340500
26,구형 사이드패널 2공정,default,SKD11,500000,497497,0.995,3.276,2.171,0.4801,9,0.9,1.0,1.0,13.3,0,358000
26,구형 사이드패널 2공정,default,SKD11,500000,204101,0.408,0.117,0.129,-0.0008,4,1.11,1.0,1.0,0.0,236899,441000
26,구형 사이드패널 2공정,default,SKD11,500000,350136,0.7,0.648,0.215,0.1049,8,1.04,1.0,1.0,4.8,62864,413000
26,구형 사이드패널 2공정,default,SKD11,500000,429235,0.858,3.85,2.552,0.576,7,0.74,1.0,1.0,14.9,0,295000
26,구형 사이드패널 2공정,default,SKD11,500000,28479,0.057,0.397,0.431,-0.0187,0,0.87,1.0,1.0,6.0,315021,343500
26,구형 사이드패널 2공정,default,SKD11,500000,224726,0.449,0.108,0.096,-0.006,3,0.78,1.0,1.0,6.7,86274,311000
26,구형 사이드패널 2공정,default,SKD11,500000,392142,0.784,2.248,1.583,0.3024,7,0.77,1.0,1.0,11.7,0,308500
26,구형 사이드패널 2공정,default,SKD11,500000,461517,0.923,2.387,1.673,0.3289,6,0.89,1.0,1.0,7.8,0,356000
26,구형 사이드패널 2공정,default,SKD11,500000,513074,1.026,5.346,3.392,0.8553,6,0.83,1.0,1.0,23.0,0,332000
26,구형 사이드패널 2공정,default,SKD11,500000,280140,0.56,0.176,0.136,0.0339,4,1.01,1.0,1.0,2.7,123360,403500
26,구형 사이드패널 2공정,default,SKD11,500000,134210,0.268,0.09,0.16,-0.0096,4,1.0,1.0,1.0,5.8,265790,400000
26,구형 사이드패널 2공정,default,SKD11,500000,36144,0.072,0.413,0.47,-0.0269,0,1.25,1.0,1.0,3.8,460356,496500
26,구형 사이드패널 2공정,default,SKD11,500000,297931,0.596,1.031,0.67,0.2183,2,0.73,1.0,1.0,9.7,0,292500
26,구형 사이드패널 2공정,default,SKD11,500000,262763,0.526,0.072,0.098,-0.0012,4,0.98,1.0,1.0,5.7,128237,391000
26,구형 사이드패널 2공정,default,SKD11,500000,79818,0.16,0.255,0.25,-0.0144,0,1.27,1.0,1.0,2.4,426182,506000
26,구형 사이드패널 2공정,default,SKD11,500000,324574,0.649,0.095,0.093,0.0043,9,1.3,1.0,1.0,8.2,189926,514500
26,구형 사이드패널 2공정,default,SKD11,500000,371264,0.743,0.807,0.332,0.2009,8,1.02,1.0,1.0,4.3,36736,408000
27,신규 EV 배터리 트레이,default,SKD61,600000,372270,0.62,0.11,0.113,-0.004,6,1.23,1.15,1.0,7.9,306730,679000
27,신규 EV 배터리 트레이,default,SKD61,600000,333574,0.556,0.099,0.088,0.0034,3,1.03,1.15,1.0,4.0,229926,563500
27,신규 EV 배터리 트레이,default,SKD61,600000,79297,0.132,0.341,0.347,-0.0114,1,1.25,1.15,1.0,5.1,609703,689000
27,신규 EV 배터리 트레이,default,SKD61,600000,549238,0.915,1.449,1.052,0.185,8,0.87,1.15,1.0,10.2,0,479500
27,신규 EV 배터리 트레이,default,SKD61,600000,448667,0.748,1.032,0.678,0.21,4,0.8,1.15,1.0,8.0,0,439500
27,신규 EV 배터리 트레이,default,SKD61,600000,234246,0.39,0.045,0.087,0.0016,1,0.98,1.15,1.0,0.0,302754,537000
27,신규 EV 배터리 트레이,default,SKD61,600000,356920,0.595,0.097,0.102,-0.0034,9,1.29,1.15,1.0,5.5,351080,708000
27,신규 EV 배터리 트레이,default,SKD61,600000,168370,0.281,0.105,0.138,-0.0155,4,1.03,1.15,1.0,4.3,395630,564000
27,신규 EV 배터리 트레이,default,SKD61,600000,552721,0.921,2.905,2.023,0.4028,4,0.74,1.15,1.0,11.4,0,406500
27,신규 EV 배터리 트레이,default,SKD61,600000,162403,0.271,0.141,0.112,0.0058,2,0.77,1.15,1.0,4.3,258597,421000
27,신규 EV 배터리 트레이,default,SKD61,600000,48611,0.081,0.38,0.409,-0.0029,0,0.97,1.15,1.0,3.0,484389,533000
27,신규 EV 배터리 트레이,default,SKD61,600000,595933,0.993,0.666,0.311,0.1769,14,1.22,1.15,1.0,6.6,71067,667000
27,신규 EV 배터리 트레이,default,SKD61,600000,506727,0.845,0.776,0.351,0.1754,8,1.05,1.15,1.0,7.9,70273,577000
27,신규 EV 배터리 트레이,default,SKD61,600000,141002,0.235,0.102,0.142,-0.016,1,0.92,1.15,1.0,2.4,363498,504500
27,신규 EV 배터리 트레이,default,SKD61,600000,515247,0.859,1.408,1.006,0.177,7,0.84,1.15,1.0,6.8,0,464000
27,신규 EV 배터리 트레이,default,SKD61,600000,46591,0.078,0.445,0.494,-0.0248,0,1.28,1.15,1.0,9.9,648909,695500
27,신규 EV 배터리 트레이,default,SKD61,600000,161868,0.27,0.129,0.151,-0.0269,1,1.26,1.15,1.0,5.1,527632,689500
27,신규 EV 배터리 트레이,default,SKD61,600000,509199,0.849,0.862,0.508,0.2207,9,0.98,1.15,1.0,8.4,27801,537000
27,신규 EV 배터리 트레이,default,SKD61,600000,481378,0.802,0.589,0.298,0.1592,8,1.0,1.15,1.0,7.1,66622,548000
27,신규 EV 배터리 트레이,default,SKD61,600000,511943,0.853,2.235,1.57,0.3032,5,0.73,1.15,1.0,15.3,0,403500
28,신규 EV 크로스멤버,default,SKD61,700000,602509,0.861,0.143,0.099,0.0095,10,1.26,1.15,1.0,5.7,203491,806000
28,신규 EV 크로스멤버,default,SKD61,700000,724732,1.035,3.484,2.332,0.5102,9,0.8,1.15,1.0,12.7,0,512000
28,신규 EV 크로스멤버,default,SKD61,700000,690341,0.986,1.835,1.256,0.2432,6,0.9,1.15,1.0,11.7,0,576000
28,신규 EV 크로스멤버,default,SKD61,700000,61636,0.088,0.253,0.311,-0.0283,2,0.89,1.15,1.0,1.1,510864,572500
28,신규 EV 크로스멤버,default,SKD61,700000,117272,0.168,0.174,0.216,-0.0196,1,0.87,1.15,1.0,10.2,433728,551000
28,신규 EV 크로스멤버,default,SKD61,700000,570088,0.814,1.012,0.684,0.2158,7,0.88,1.15,1.0,11.3,0,563000
28,신규 EV 크로스멤버,default,SKD61,700000,428830,0.613,0.146,0.108,0.0155,8,1.02,1.15,1.0,7.1,222170,651000
28,신규 EV 크로스멤버,default,SKD61,700000,594721,0.85,0.955,0.538,0.2294,6,0.96,1.15,1.0,6.6,21279,616000
28,신규 EV 크로스멤버,default,SKD61,700000,443323,0.633,0.115,0.078,0.0023,6,0.94,1.15,1.0,7.7,155677,599000
28,신규 EV 크로스멤버,default,SKD61,700000,608099,0.869,0.711,0.323,0.1698,9,1.07,1.15,1.0,5.2,75901,684000
28,신규 EV 크로스멤버,default,SKD61,700000,492167,0.703,0.121,0.104,-0.0064,7,1.12,1.15,1.0,4.5,226833,719000
28,신규 EV 크로스멤버,default,SKD61,700000,468087,0.669,0.134,0.133,0.0124,8,1.26,1.15,1.0,2.9,341413,809500
28,신규 EV 크로스멤버,default,SKD61,700000,682625,0.975,1.194,0.894,0.1646,10,1.0,1.15,1.0,7.4,0,636000
28,신규 EV 크로스멤버,default,SKD61,700000,99301,0.142,0.054,0.201,-0.0455,2,0.93,1.15,1.0,6.0,497699,597000
28,신규 EV 크로스멤버,default,SKD61,700000,662648,0.947,1.401,1.036,0.1857,6,0.91,1.15,1.0,11.0,0,585500
28,신규 EV 크로스멤버,default,SKD61,700000,206245,0.295,0.063,0.135,-0.0297,2,0.75,1.15,1.0,0.6,274755,481000
28,신규 EV 크로스멤버,default,SKD61,700000,229108,0.327,0.105,0.139,-0.0075,6,1.23,1.15,1.0,5.2,558892,788000
28,신규 EV 크로스멤버,default,SKD61,700000,612297,0.875,1.528,1.097,0.2126,7,0.83,1.15,1.0,9.0,0,530000
28,신규 EV 크로스멤버,default,SKD61,700000,179225,0.256,0.172,0.2,-0.0105,4,1.28,1.15,1.0,2.0,641275,820500
28,신규 EV 크로스멤버,default,SKD61,700000,448249,0.64,0.212,0.126,0.0251,5,1.24,1.15,1.0,4.9,340251,788500
